FECHA,TEMPERATURA,HUMEDAD
2021-05-18 01:00:00,16.8,44.0
2021-05-18 02:00:00,16.8,42.0
2021-05-18 03:00:00,15.7,47.0
2021-05-18 04:00:00,15.2,49.0
2021-05-18 05:00:00,14.6,54.0
2021-05-18 06:00:00,14.4,54.0
2021-05-18 07:00:00,14.0,56.0
2021-05-18 08:00:00,15.5,52.0
2021-05-18 09:00:00,19.1,43.0
2021-05-18 10:00:00,21.5,37.0
2021-05-18 11:00:00,23.0,35.0
2021-05-18 12:00:00,23.8,34.0
2021-05-18 13:00:00,25.2,33.0
2021-05-18 14:00:00,26.4,31.0
2021-05-18 15:00:00,27.3,30.0
2021-05-18 16:00:00,26.9,32.0
2021-05-18 17:00:00,28.4,31.0
2021-05-18 18:00:00,27.0,32.0
2021-05-18 19:00:00,26.2,33.0
2021-05-18 20:00:00,23.8,37.0
2021-05-18 21:00:00,22.2,41.0
2021-05-18 22:00:00,21.0,44.0
2021-05-18 23:00:00,20.1,47.0
2021-05-19 00:00:00,19.1,47.0
2021-05-19 01:00:00,17.9,48.0
2021-05-19 02:00:00,16.9,49.0
2021-05-19 03:00:00,16.4,50.0
2021-05-19 04:00:00,14.8,58.0
2021-05-19 05:00:00,15.2,53.0
2021-05-19 06:00:00,14.7,56.0
2021-05-19 07:00:00,13.8,63.0
2021-05-19 08:00:00,14.0,63.0
2021-05-19 09:00:00,16.7,52.0
2021-05-19 10:00:00,17.6,47.0
2021-05-19 11:00:00,18.4,44.0
2021-05-19 12:00:00,19.6,40.0
2021-05-19 13:00:00,20.9,35.0
2021-05-19 14:00:00,22.2,31.0
2021-05-19 15:00:00,23.6,29.0
2021-05-19 16:00:00,25.0,27.0
2021-05-19 17:00:00,25.8,27.0
2021-05-19 18:00:00,26.0,27.0
2021-05-19 19:00:00,26.0,27.0
2021-05-19 20:00:00,23.5,28.0
2021-05-19 21:00:00,21.8,26.0
2021-05-19 22:00:00,20.2,27.0
2021-05-19 23:00:00,19.6,30.0
2021-05-20 00:00:00,18.5,31.0
2021-05-20 01:00:00,17.2,37.0
2021-05-20 02:00:00,15.9,44.0
2021-05-20 03:00:00,14.9,50.0
2021-05-20 04:00:00,14.3,52.0
2021-05-20 05:00:00,13.8,54.0
2021-05-20 06:00:00,13.2,54.0
2021-05-20 07:00:00,13.3,53.0
2021-05-20 08:00:00,14.4,49.0
2021-05-20 09:00:00,17.1,44.0
2021-05-20 10:00:00,19.5,46.0
2021-05-20 11:00:00,20.9,47.0
2021-05-20 12:00:00,22.5,43.0
2021-05-20 13:00:00,23.5,37.0
2021-05-20 14:00:00,25.1,33.0
2021-05-20 15:00:00,27.4,29.0
2021-05-20 16:00:00,28.4,28.0
2021-05-20 17:00:00,29.1,26.0
2021-05-20 18:00:00,29.9,26.0
2021-05-20 19:00:00,29.9,25.0
2021-05-20 20:00:00,26.4,31.0
2021-05-20 21:00:00,24.3,35.0
2021-05-20 22:00:00,22.8,39.0
2021-05-20 23:00:00,22.0,42.0
2021-05-21 00:00:00,20.9,46.0
2021-05-21 01:00:00,19.9,50.0
2021-05-21 02:00:00,19.0,53.0
2021-05-21 03:00:00,18.3,54.0
2021-05-21 04:00:00,18.4,54.0
2021-05-21 05:00:00,16.9,59.0
2021-05-21 06:00:00,16.2,61.0
2021-05-21 07:00:00,15.9,66.0
2021-05-21 08:00:00,17.7,61.0
2021-05-21 09:00:00,20.7,52.0
2021-05-21 10:00:00,23.7,43.0
2021-05-21 11:00:00,24.9,39.0
2021-05-21 12:00:00,26.3,35.0
2021-05-21 13:00:00,27.4,30.0
2021-05-21 14:00:00,28.5,27.0
2021-05-21 15:00:00,28.8,27.0
2021-05-21 16:00:00,28.1,24.0
2021-05-21 17:00:00,27.7,20.0
2021-05-21 18:00:00,27.6,24.0
2021-05-21 19:00:00,26.4,27.0
2021-05-21 20:00:00,24.9,32.0
2021-05-21 21:00:00,23.4,38.0
2021-05-21 22:00:00,21.6,44.0
2021-05-21 23:00:00,20.2,48.0
2021-05-22 00:00:00,19.3,52.0
2021-05-22 01:00:00,18.3,55.0
2021-05-22 02:00:00,17.4,55.0
2021-05-22 03:00:00,16.8,53.0
2021-05-22 04:00:00,16.2,50.0
2021-05-22 05:00:00,15.5,48.0
2021-05-22 06:00:00,14.8,51.0
2021-05-22 07:00:00,14.3,53.0
2021-05-22 08:00:00,14.8,48.0
2021-05-22 09:00:00,15.4,38.0
2021-05-22 10:00:00,16.9,33.0
2021-05-22 11:00:00,18.4,29.0
2021-05-22 12:00:00,19.9,29.0
2021-05-22 13:00:00,21.6,28.0
2021-05-22 14:00:00,21.2,23.0
2021-05-22 15:00:00,22.2,19.0
2021-05-22 16:00:00,22.8,22.0
2021-05-22 17:00:00,21.8,25.0
2021-05-22 18:00:00,,
2021-05-22 19:00:00,18.5,28.0
2021-05-22 20:00:00,18.1,25.0
2021-05-22 21:00:00,17.6,31.0
2021-05-22 22:00:00,16.4,34.0
2021-05-22 23:00:00,15.9,34.0
2021-05-23 00:00:00,15.8,34.0
2021-05-23 01:00:00,15.2,38.0
2021-05-23 02:00:00,14.5,40.0
2021-05-23 03:00:00,14.0,42.0
2021-05-23 04:00:00,13.6,44.0
2021-05-23 05:00:00,13.2,45.0
2021-05-23 06:00:00,12.8,49.0
2021-05-23 07:00:00,12.4,55.0
2021-05-23 08:00:00,12.3,58.0
2021-05-23 09:00:00,12.4,57.0
2021-05-23 10:00:00,12.7,56.0
2021-05-23 11:00:00,13.2,57.0
2021-05-23 12:00:00,13.6,63.0
2021-05-23 13:00:00,15.2,60.0
2021-05-23 14:00:00,17.0,57.0
2021-05-23 15:00:00,18.4,49.0
2021-05-23 16:00:00,19.3,46.0
2021-05-23 17:00:00,17.4,49.0
2021-05-23 18:00:00,16.4,52.0
2021-05-23 19:00:00,17.4,43.0
2021-05-23 20:00:00,16.2,48.0
2021-05-23 21:00:00,15.0,58.0
2021-05-23 22:00:00,13.6,69.0
2021-05-23 23:00:00,12.6,77.0
2021-05-24 00:00:00,12.6,79.0
2021-05-24 01:00:00,12.0,80.0
2021-05-24 02:00:00,12.4,62.0
2021-05-24 03:00:00,12.2,55.0
2021-05-24 04:00:00,11.9,56.0
2021-05-24 05:00:00,11.5,57.0
2021-05-24 06:00:00,11.0,58.0
2021-05-24 07:00:00,10.9,59.0
2021-05-24 08:00:00,12.7,53.0
2021-05-24 09:00:00,15.7,50.0
2021-05-24 10:00:00,17.0,49.0
2021-05-24 11:00:00,18.3,46.0
2021-05-24 12:00:00,18.8,45.0
2021-05-24 13:00:00,19.0,46.0
2021-05-24 14:00:00,19.9,43.0
2021-05-24 15:00:00,20.4,43.0
2021-05-24 16:00:00,21.8,40.0
2021-05-24 17:00:00,21.2,41.0
2021-05-24 18:00:00,20.9,43.0
2021-05-24 19:00:00,21.5,40.0
2021-05-24 20:00:00,20.5,40.0
2021-05-24 21:00:00,19.7,42.0
2021-05-24 22:00:00,18.9,45.0
2021-05-24 23:00:00,18.2,45.0
2021-05-25 00:00:00,17.5,44.0
2021-05-25 01:00:00,15.7,52.0
2021-05-25 02:00:00,14.1,56.0
2021-05-25 03:00:00,13.8,57.0
2021-05-25 04:00:00,14.4,49.0
2021-05-25 05:00:00,13.1,61.0
2021-05-25 06:00:00,11.9,67.0
2021-05-25 07:00:00,11.4,68.0
2021-05-25 08:00:00,11.6,66.0
2021-05-25 09:00:00,13.4,60.0
2021-05-25 10:00:00,16.3,51.0
2021-05-25 11:00:00,18.6,45.0
2021-05-25 12:00:00,20.7,39.0
2021-05-25 13:00:00,22.2,37.0
2021-05-25 14:00:00,23.8,34.0
2021-05-25 15:00:00,25.2,32.0
2021-05-25 16:00:00,25.9,31.0
2021-05-25 17:00:00,26.9,29.0
2021-05-25 18:00:00,28.1,28.0
2021-05-25 19:00:00,27.7,27.0
2021-05-25 20:00:00,24.6,32.0
2021-05-25 21:00:00,23.8,33.0
2021-05-25 22:00:00,22.3,43.0
2021-05-25 23:00:00,19.9,54.0
2021-05-26 00:00:00,18.6,60.0
2021-05-26 01:00:00,17.6,66.0
2021-05-26 02:00:00,16.9,70.0
2021-05-26 03:00:00,15.8,74.0
2021-05-26 04:00:00,15.2,76.0
2021-05-26 05:00:00,14.7,77.0
2021-05-26 06:00:00,14.5,78.0
2021-05-26 07:00:00,14.7,72.0
2021-05-26 08:00:00,15.2,68.0
2021-05-26 09:00:00,16.2,66.0
2021-05-26 10:00:00,18.8,59.0
2021-05-26 11:00:00,19.9,56.0
2021-05-26 12:00:00,21.8,50.0
2021-05-26 13:00:00,23.1,48.0
2021-05-26 14:00:00,24.3,44.0
2021-05-26 15:00:00,26.2,39.0
2021-05-26 16:00:00,27.1,34.0
2021-05-26 17:00:00,27.4,32.0
2021-05-26 18:00:00,27.8,30.0
2021-05-26 19:00:00,27.5,29.0
2021-05-26 20:00:00,25.5,32.0
2021-05-26 21:00:00,24.1,37.0
2021-05-26 22:00:00,23.4,35.0
2021-05-26 23:00:00,22.8,37.0
2021-05-27 00:00:00,21.1,47.0
2021-05-27 01:00:00,19.5,54.0
2021-05-27 02:00:00,18.6,58.0
2021-05-27 03:00:00,17.8,62.0
2021-05-27 04:00:00,16.6,66.0
2021-05-27 05:00:00,15.9,67.0
2021-05-27 06:00:00,15.6,67.0
2021-05-27 07:00:00,15.6,67.0
2021-05-27 08:00:00,16.5,64.0
2021-05-27 09:00:00,18.8,58.0
2021-05-27 10:00:00,20.7,54.0
2021-05-27 11:00:00,22.3,49.0
2021-05-27 12:00:00,24.3,44.0
2021-05-27 13:00:00,25.6,41.0
2021-05-27 14:00:00,26.1,39.0
2021-05-27 15:00:00,27.5,35.0
2021-05-27 16:00:00,27.9,32.0
2021-05-27 17:00:00,27.7,32.0
2021-05-27 18:00:00,27.8,31.0
2021-05-27 19:00:00,,
2021-05-27 20:00:00,25.3,36.0
2021-05-27 21:00:00,23.8,40.0
2021-05-27 22:00:00,23.2,42.0
2021-05-27 23:00:00,22.4,43.0
2021-05-28 00:00:00,21.4,46.0
2021-05-28 01:00:00,20.5,48.0
2021-05-28 02:00:00,19.7,50.0
2021-05-28 03:00:00,17.7,66.0
2021-05-28 04:00:00,15.6,86.0
2021-05-28 05:00:00,16.2,81.0
2021-05-28 06:00:00,15.8,83.0
2021-05-28 07:00:00,15.5,85.0
2021-05-28 08:00:00,15.7,83.0
2021-05-28 09:00:00,16.5,80.0
2021-05-28 10:00:00,17.9,73.0
2021-05-28 11:00:00,21.1,60.0
2021-05-28 12:00:00,23.4,53.0
2021-05-28 13:00:00,23.8,49.0
2021-05-28 14:00:00,26.0,45.0
2021-05-28 15:00:00,26.7,42.0
2021-05-28 16:00:00,28.4,34.0
2021-05-28 17:00:00,28.2,34.0
2021-05-28 18:00:00,28.8,31.0
2021-05-28 19:00:00,27.5,36.0
2021-05-28 20:00:00,24.4,45.0
2021-05-28 21:00:00,23.3,48.0
2021-05-28 22:00:00,22.2,49.0
2021-05-28 23:00:00,21.0,55.0
2021-05-29 00:00:00,19.9,59.0
2021-05-29 01:00:00,19.3,62.0
2021-05-29 02:00:00,19.0,63.0
2021-05-29 03:00:00,18.5,64.0
2021-05-29 04:00:00,17.9,65.0
2021-05-29 05:00:00,17.2,68.0
2021-05-29 06:00:00,16.7,70.0
2021-05-29 07:00:00,16.4,71.0
2021-05-29 08:00:00,17.1,68.0
2021-05-29 09:00:00,21.6,54.0
2021-05-29 10:00:00,23.5,48.0
2021-05-29 11:00:00,25.3,43.0
2021-05-29 12:00:00,26.7,40.0
2021-05-29 13:00:00,28.2,35.0
2021-05-29 14:00:00,28.6,32.0
2021-05-29 15:00:00,30.0,30.0
2021-05-29 16:00:00,31.2,27.0
2021-05-29 17:00:00,32.3,25.0
2021-05-29 18:00:00,30.2,27.0
2021-05-29 19:00:00,29.9,28.0
2021-05-29 20:00:00,28.8,30.0
2021-05-29 21:00:00,27.1,35.0
2021-05-29 22:00:00,25.7,39.0
2021-05-29 23:00:00,24.7,47.0
2021-05-30 00:00:00,24.4,47.0
2021-05-30 01:00:00,22.0,51.0
2021-05-30 02:00:00,21.1,54.0
2021-05-30 03:00:00,20.3,57.0
2021-05-30 04:00:00,19.4,60.0
2021-05-30 05:00:00,18.5,65.0
2021-05-30 06:00:00,17.9,68.0
2021-05-30 07:00:00,17.8,68.0
2021-05-30 08:00:00,18.9,63.0
2021-05-30 09:00:00,20.7,57.0
2021-05-30 10:00:00,23.2,50.0
2021-05-30 11:00:00,25.1,46.0
2021-05-30 12:00:00,26.8,42.0
2021-05-30 13:00:00,27.9,39.0
2021-05-30 14:00:00,29.8,36.0
2021-05-30 15:00:00,31.3,32.0
2021-05-30 16:00:00,32.3,28.0
2021-05-30 17:00:00,32.4,26.0
2021-05-30 18:00:00,32.2,26.0
2021-05-30 19:00:00,31.8,27.0
2021-05-30 20:00:00,29.4,29.0
2021-05-30 21:00:00,28.0,32.0
2021-05-30 22:00:00,26.5,35.0
2021-05-30 23:00:00,23.7,49.0
2021-05-31 00:00:00,22.7,56.0
2021-05-31 01:00:00,22.2,59.0
2021-05-31 02:00:00,21.8,59.0
2021-05-31 03:00:00,21.2,59.0
2021-05-31 04:00:00,20.3,61.0
2021-05-31 05:00:00,19.6,62.0
2021-05-31 06:00:00,19.3,63.0
2021-05-31 07:00:00,19.2,57.0
2021-05-31 08:00:00,20.0,53.0
2021-05-31 09:00:00,21.9,49.0
2021-05-31 10:00:00,23.6,43.0
2021-05-31 11:00:00,25.0,40.0
2021-05-31 12:00:00,26.3,38.0
2021-05-31 13:00:00,27.8,36.0
2021-05-31 14:00:00,29.8,33.0
2021-05-31 15:00:00,30.8,30.0
2021-05-31 16:00:00,32.1,27.0
2021-05-31 17:00:00,31.5,28.0
2021-05-31 18:00:00,30.3,30.0
2021-05-31 19:00:00,30.5,31.0
2021-05-31 20:00:00,25.1,41.0
2021-05-31 21:00:00,24.3,46.0
2021-05-31 22:00:00,20.4,71.0
2021-05-31 23:00:00,20.2,74.0
2021-06-01 00:00:00,19.3,78.0
2021-06-01 01:00:00,18.3,81.0
2021-06-01 02:00:00,18.0,83.0
2021-06-01 03:00:00,17.6,86.0
2021-06-01 04:00:00,17.0,88.0
2021-06-01 05:00:00,16.8,88.0
2021-06-01 06:00:00,16.8,88.0
2021-06-01 07:00:00,16.6,88.0
2021-06-01 08:00:00,16.9,88.0
2021-06-01 09:00:00,18.3,82.0
2021-06-01 10:00:00,20.1,75.0
2021-06-01 11:00:00,21.0,72.0
2021-06-01 12:00:00,22.7,63.0
2021-06-01 13:00:00,23.3,54.0
2021-06-01 14:00:00,23.7,51.0
2021-06-01 15:00:00,24.4,46.0
2021-06-01 16:00:00,25.5,41.0
2021-06-01 17:00:00,25.4,37.0
2021-06-01 18:00:00,25.0,37.0
2021-06-01 19:00:00,,
2021-06-01 20:00:00,21.9,40.0
2021-06-01 21:00:00,20.7,45.0
2021-06-01 22:00:00,19.4,53.0
2021-06-01 23:00:00,18.3,60.0
2021-06-02 00:00:00,17.4,63.0
2021-06-02 01:00:00,16.3,71.0
2021-06-02 02:00:00,15.2,77.0
2021-06-02 03:00:00,14.6,79.0
2021-06-02 04:00:00,13.9,81.0
2021-06-02 05:00:00,13.1,84.0
2021-06-02 06:00:00,12.7,86.0
2021-06-02 07:00:00,13.0,86.0
2021-06-02 08:00:00,14.7,79.0
2021-06-02 09:00:00,19.2,62.0
2021-06-02 10:00:00,20.5,56.0
2021-06-02 11:00:00,21.5,53.0
2021-06-02 12:00:00,22.1,50.0
2021-06-02 13:00:00,23.4,46.0
2021-06-02 14:00:00,24.3,41.0
2021-06-02 15:00:00,25.2,37.0
2021-06-02 16:00:00,27.1,32.0
2021-06-02 17:00:00,27.5,31.0
2021-06-02 18:00:00,26.6,31.0
2021-06-02 19:00:00,27.5,30.0
2021-06-02 20:00:00,25.4,33.0
2021-06-02 21:00:00,24.1,38.0
2021-06-02 22:00:00,23.3,39.0
2021-06-02 23:00:00,22.1,43.0
2021-06-03 00:00:00,20.9,46.0
2021-06-03 01:00:00,20.9,49.0
2021-06-03 02:00:00,19.9,65.0
2021-06-03 03:00:00,19.1,68.0
2021-06-03 04:00:00,18.2,71.0
2021-06-03 05:00:00,17.7,73.0
2021-06-03 06:00:00,17.3,74.0
2021-06-03 07:00:00,16.9,76.0
2021-06-03 08:00:00,17.5,74.0
2021-06-03 09:00:00,19.2,68.0
2021-06-03 10:00:00,21.1,62.0
2021-06-03 11:00:00,22.9,56.0
2021-06-03 12:00:00,24.4,50.0
2021-06-03 13:00:00,26.2,43.0
2021-06-03 14:00:00,27.2,36.0
2021-06-03 15:00:00,28.4,31.0
2021-06-03 16:00:00,28.5,31.0
2021-06-03 17:00:00,28.9,30.0
2021-06-03 18:00:00,31.1,25.0
2021-06-03 19:00:00,30.4,23.0
2021-06-03 20:00:00,27.3,27.0
2021-06-03 21:00:00,25.6,32.0
2021-06-03 22:00:00,24.2,35.0
2021-06-03 23:00:00,23.0,39.0
2021-06-04 00:00:00,21.9,41.0
2021-06-04 01:00:00,21.0,50.0
2021-06-04 02:00:00,19.9,65.0
2021-06-04 03:00:00,18.7,64.0
2021-06-04 04:00:00,18.1,57.0
2021-06-04 05:00:00,17.2,58.0
2021-06-04 06:00:00,16.3,65.0
2021-06-04 07:00:00,16.3,66.0
2021-06-04 08:00:00,17.8,60.0
2021-06-04 09:00:00,22.2,48.0
2021-06-04 10:00:00,24.0,42.0
2021-06-04 11:00:00,25.0,40.0
2021-06-04 12:00:00,25.0,35.0
2021-06-04 13:00:00,26.0,32.0
2021-06-04 14:00:00,27.2,29.0
2021-06-04 15:00:00,28.1,26.0
2021-06-04 16:00:00,28.6,23.0
2021-06-04 17:00:00,29.4,22.0
2021-06-04 18:00:00,29.5,21.0
2021-06-04 19:00:00,29.5,20.0
2021-06-04 20:00:00,26.4,20.0
2021-06-04 21:00:00,25.1,18.0
2021-06-04 22:00:00,23.4,32.0
2021-06-04 23:00:00,21.8,54.0
2021-06-05 00:00:00,20.2,63.0
2021-06-05 01:00:00,18.8,67.0
2021-06-05 02:00:00,17.9,68.0
2021-06-05 03:00:00,17.2,70.0
2021-06-05 04:00:00,16.7,71.0
2021-06-05 05:00:00,16.2,73.0
2021-06-05 06:00:00,16.1,74.0
2021-06-05 07:00:00,16.1,75.0
2021-06-05 08:00:00,16.4,74.0
2021-06-05 09:00:00,17.0,72.0
2021-06-05 10:00:00,18.6,68.0
2021-06-05 11:00:00,20.2,66.0
2021-06-05 12:00:00,21.0,66.0
2021-06-05 13:00:00,22.7,59.0
2021-06-05 14:00:00,19.7,75.0
2021-06-05 15:00:00,18.7,82.0
2021-06-05 16:00:00,19.5,70.0
2021-06-05 17:00:00,19.9,67.0
2021-06-05 18:00:00,20.1,65.0
2021-06-05 19:00:00,16.9,87.0
2021-06-05 20:00:00,17.0,87.0
2021-06-05 21:00:00,17.0,86.0
2021-06-05 22:00:00,16.6,88.0
2021-06-05 23:00:00,16.6,86.0
2021-06-06 00:00:00,16.4,88.0
2021-06-06 01:00:00,16.2,87.0
2021-06-06 02:00:00,16.2,85.0
2021-06-06 03:00:00,15.4,90.0
2021-06-06 04:00:00,14.6,93.0
2021-06-06 05:00:00,14.3,94.0
2021-06-06 06:00:00,14.0,94.0
2021-06-06 07:00:00,14.0,94.0
2021-06-06 08:00:00,15.4,87.0
2021-06-06 09:00:00,19.7,67.0
2021-06-06 10:00:00,21.0,62.0
2021-06-06 11:00:00,22.3,58.0
2021-06-06 12:00:00,24.0,50.0
2021-06-06 13:00:00,25.7,39.0
2021-06-06 14:00:00,27.6,34.0
2021-06-06 15:00:00,28.9,31.0
2021-06-06 16:00:00,29.1,30.0
2021-06-06 17:00:00,29.7,29.0
2021-06-06 18:00:00,28.6,29.0
2021-06-06 19:00:00,,
2021-06-06 20:00:00,23.7,55.0
2021-06-06 21:00:00,22.3,61.0
2021-06-06 22:00:00,18.2,84.0
2021-06-06 23:00:00,17.8,83.0
2021-06-07 00:00:00,19.3,75.0
2021-06-07 01:00:00,20.8,54.0
2021-06-07 02:00:00,20.2,54.0
2021-06-07 03:00:00,19.3,57.0
2021-06-07 04:00:00,18.6,58.0
2021-06-07 05:00:00,18.1,59.0
2021-06-07 06:00:00,17.6,60.0
2021-06-07 07:00:00,17.5,60.0
2021-06-07 08:00:00,18.1,59.0
2021-06-07 09:00:00,21.6,51.0
2021-06-07 10:00:00,23.9,46.0
2021-06-07 11:00:00,26.6,40.0
2021-06-07 12:00:00,27.7,38.0
2021-06-07 13:00:00,29.4,31.0
2021-06-07 14:00:00,29.7,27.0
2021-06-07 15:00:00,30.9,24.0
2021-06-07 16:00:00,32.2,23.0
2021-06-07 17:00:00,32.4,22.0
2021-06-07 18:00:00,31.5,21.0
2021-06-07 19:00:00,32.2,21.0
2021-06-07 20:00:00,29.4,25.0
2021-06-07 21:00:00,27.2,31.0
2021-06-07 22:00:00,26.3,30.0
2021-06-07 23:00:00,25.2,31.0
2021-06-08 00:00:00,23.0,39.0
2021-06-08 01:00:00,22.0,46.0
2021-06-08 02:00:00,22.6,43.0
2021-06-08 03:00:00,22.0,45.0
2021-06-08 04:00:00,21.2,47.0
2021-06-08 05:00:00,20.2,50.0
2021-06-08 06:00:00,19.3,53.0
2021-06-08 07:00:00,19.2,53.0
2021-06-08 08:00:00,20.0,52.0
2021-06-08 09:00:00,23.4,44.0
2021-06-08 10:00:00,26.2,38.0
2021-06-08 11:00:00,28.2,34.0
2021-06-08 12:00:00,30.2,30.0
2021-06-08 13:00:00,31.5,26.0
2021-06-08 14:00:00,32.4,22.0
2021-06-08 15:00:00,33.3,21.0
2021-06-08 16:00:00,34.1,19.0
2021-06-08 17:00:00,34.2,18.0
2021-06-08 18:00:00,34.5,18.0
2021-06-08 19:00:00,32.8,18.0
2021-06-08 20:00:00,30.4,22.0
2021-06-08 21:00:00,28.9,26.0
2021-06-08 22:00:00,27.6,27.0
2021-06-08 23:00:00,26.7,27.0
2021-06-09 00:00:00,26.2,27.0
2021-06-09 01:00:00,24.6,32.0
2021-06-09 02:00:00,22.7,35.0
2021-06-09 03:00:00,23.2,32.0
2021-06-09 04:00:00,21.8,36.0
2021-06-09 05:00:00,21.0,39.0
2021-06-09 06:00:00,19.5,48.0
2021-06-09 07:00:00,20.0,44.0
2021-06-09 08:00:00,20.9,45.0
2021-06-09 09:00:00,24.3,41.0
2021-06-09 10:00:00,26.7,37.0
2021-06-09 11:00:00,28.4,32.0
2021-06-09 12:00:00,30.7,25.0
2021-06-09 13:00:00,32.3,23.0
2021-06-09 14:00:00,33.1,20.0
2021-06-09 15:00:00,33.8,17.0
2021-06-09 16:00:00,34.6,17.0
2021-06-09 17:00:00,34.9,13.0
2021-06-09 18:00:00,35.0,15.0
2021-06-09 19:00:00,34.1,16.0
2021-06-09 20:00:00,31.5,18.0
2021-06-09 21:00:00,29.9,19.0
2021-06-09 22:00:00,28.3,21.0
2021-06-09 23:00:00,26.7,25.0
2021-06-10 00:00:00,26.7,27.0
2021-06-10 01:00:00,25.4,34.0
2021-06-10 02:00:00,24.0,44.0
2021-06-10 03:00:00,23.0,49.0
2021-06-10 04:00:00,22.4,51.0
2021-06-10 05:00:00,21.7,53.0
2021-06-10 06:00:00,20.7,57.0
2021-06-10 07:00:00,20.4,60.0
2021-06-10 08:00:00,21.3,59.0
2021-06-10 09:00:00,24.6,50.0
2021-06-10 10:00:00,25.8,47.0
2021-06-10 11:00:00,27.2,43.0
2021-06-10 12:00:00,29.3,37.0
2021-06-10 13:00:00,30.8,32.0
2021-06-10 14:00:00,33.1,24.0
2021-06-10 15:00:00,33.7,20.0
2021-06-10 16:00:00,34.5,18.0
2021-06-10 17:00:00,34.9,17.0
2021-06-10 18:00:00,34.9,16.0
2021-06-10 19:00:00,34.9,17.0
2021-06-10 20:00:00,31.8,18.0
2021-06-10 21:00:00,30.0,20.0
2021-06-10 22:00:00,28.5,23.0
2021-06-10 23:00:00,27.2,26.0
2021-06-11 00:00:00,26.2,28.0
2021-06-11 01:00:00,24.7,45.0
2021-06-11 02:00:00,23.7,49.0
2021-06-11 03:00:00,23.3,49.0
2021-06-11 04:00:00,22.7,53.0
2021-06-11 05:00:00,22.0,56.0
2021-06-11 06:00:00,21.3,60.0
2021-06-11 07:00:00,21.2,60.0
2021-06-11 08:00:00,21.8,58.0
2021-06-11 09:00:00,24.2,52.0
2021-06-11 10:00:00,26.0,47.0
2021-06-11 11:00:00,26.8,44.0
2021-06-11 12:00:00,28.5,40.0
2021-06-11 13:00:00,29.7,36.0
2021-06-11 14:00:00,31.9,29.0
2021-06-11 15:00:00,32.9,27.0
2021-06-11 16:00:00,34.6,22.0
2021-06-11 17:00:00,33.7,22.0
2021-06-11 18:00:00,29.4,27.0
2021-06-11 19:00:00,,
2021-06-11 20:00:00,25.1,39.0
2021-06-11 21:00:00,23.3,44.0
2021-06-11 22:00:00,21.8,53.0
2021-06-11 23:00:00,20.2,61.0
2021-06-12 00:00:00,19.4,64.0
2021-06-12 01:00:00,18.8,65.0
2021-06-12 02:00:00,18.7,66.0
2021-06-12 03:00:00,18.2,69.0
2021-06-12 04:00:00,18.0,70.0
2021-06-12 05:00:00,17.7,72.0
2021-06-12 06:00:00,17.6,71.0
2021-06-12 07:00:00,17.5,71.0
2021-06-12 08:00:00,17.7,69.0
2021-06-12 09:00:00,20.3,59.0
2021-06-12 10:00:00,23.4,47.0
2021-06-12 11:00:00,25.1,42.0
2021-06-12 12:00:00,26.1,40.0
2021-06-12 13:00:00,27.6,37.0
2021-06-12 14:00:00,29.2,34.0
2021-06-12 15:00:00,30.5,31.0
2021-06-12 16:00:00,31.6,29.0
2021-06-12 17:00:00,32.0,27.0
2021-06-12 18:00:00,32.0,26.0
2021-06-12 19:00:00,31.4,27.0
2021-06-12 20:00:00,29.0,31.0
2021-06-12 21:00:00,27.5,35.0
2021-06-12 22:00:00,26.4,38.0
2021-06-12 23:00:00,25.2,40.0
2021-06-13 00:00:00,24.0,41.0
2021-06-13 01:00:00,23.0,43.0
2021-06-13 02:00:00,22.2,45.0
2021-06-13 03:00:00,21.7,46.0
2021-06-13 04:00:00,21.2,48.0
2021-06-13 05:00:00,21.0,49.0
2021-06-13 06:00:00,20.9,48.0
2021-06-13 07:00:00,20.7,50.0
2021-06-13 08:00:00,20.8,51.0
2021-06-13 09:00:00,23.5,45.0
2021-06-13 10:00:00,25.4,41.0
2021-06-13 11:00:00,26.5,39.0
2021-06-13 12:00:00,27.7,36.0
2021-06-13 13:00:00,28.8,33.0
2021-06-13 14:00:00,30.3,29.0
2021-06-13 15:00:00,32.3,25.0
2021-06-13 16:00:00,33.4,23.0
2021-06-13 17:00:00,33.4,23.0
2021-06-13 18:00:00,33.3,23.0
2021-06-13 19:00:00,30.7,28.0
2021-06-13 20:00:00,25.5,43.0
2021-06-13 21:00:00,25.3,39.0
2021-06-13 22:00:00,26.1,38.0
2021-06-13 23:00:00,25.1,42.0
2021-06-14 00:00:00,25.3,41.0
2021-06-14 01:00:00,24.8,42.0
2021-06-14 02:00:00,24.2,43.0
2021-06-14 03:00:00,23.6,44.0
2021-06-14 04:00:00,22.7,47.0
2021-06-14 05:00:00,22.0,48.0
2021-06-14 06:00:00,21.6,48.0
2021-06-14 07:00:00,21.4,49.0
2021-06-14 08:00:00,21.7,47.0
2021-06-14 09:00:00,25.1,40.0
2021-06-14 10:00:00,26.9,36.0
2021-06-14 11:00:00,27.7,35.0
2021-06-14 12:00:00,29.1,32.0
2021-06-14 13:00:00,30.5,30.0
2021-06-14 14:00:00,32.4,28.0
2021-06-14 15:00:00,32.8,27.0
2021-06-14 16:00:00,33.3,25.0
2021-06-14 17:00:00,34.6,23.0
2021-06-14 18:00:00,34.8,23.0
2021-06-14 19:00:00,32.9,25.0
